episode,episode_reward,fps,step
1.0,11.36517246607111,14.29803996056836,1000
2.0,4.120599944174142,453.44356453026694,2000
3.0,6.740924383547797,4.778986482291342,3000
4.0,9.003310530499537,4.9990975340197545,4000
5.0,11.843436385846113,4.892921930127271,5000
6.0,4.664786089353701,4.8373262802031824,6000
7.0,5.25372530184573,4.809795657901852,7000
8.0,5.608317481204821,4.822096205886165,8000
9.0,11.699673607792398,4.7260521998193115,9000
10.0,7.472447434201067,4.872011837912308,10000
11.0,5.9913555748804095,4.908490461675674,11000
12.0,7.473641500712645,5.030907914585885,12000
13.0,6.2490330061165125,4.788798270425134,13000
14.0,5.815045611631893,4.866681278802451,14000
15.0,7.1506834885254005,4.765780588575011,15000
16.0,13.18384863980762,4.778275698878632,16000
17.0,3.882007140617831,4.987702031647032,17000
18.0,3.442309493899626,4.912885025546814,18000
19.0,7.862086445216489,4.871957872164817,19000
20.0,6.507317505151569,4.92230865587533,20000
21.0,7.480711880432282,4.8128955615924065,21000
22.0,8.355442523140757,4.762310605456337,22000
23.0,8.339406576638265,4.772030350698467,23000
24.0,19.279010207557793,4.79393859293635,24000
25.0,5.881694237954791,4.997813549514673,25000
26.0,14.098336011708394,4.952994505611816,26000
27.0,11.587362120082506,5.030877960089759,27000
28.0,20.59103235410459,4.777551130250447,28000
29.0,10.822828755273365,4.7562490836889575,29000
30.0,11.83291425777521,4.793456583605826,30000
31.0,13.433110993725204,4.805598394539594,31000
32.0,14.328285209939025,4.939350921601359,32000
33.0,23.61129194688078,4.975774149310703,33000
34.0,17.703711537940183,4.8747057470007515,34000
35.0,13.010975597792095,4.919479158982981,35000
36.0,11.05873400364695,4.808026108060104,36000
37.0,11.879917687582775,4.704523498838603,37000
38.0,14.29528411793181,4.719491389934562,38000
39.0,13.735324180399013,4.779175905594631,39000
40.0,19.67713839300483,5.001301078715093,40000
41.0,5.528500120955187,5.017495806848672,41000
42.0,18.83507875127765,4.917365650090911,42000
43.0,21.895175682322723,4.745148437950959,43000
44.0,9.569293564803472,4.796377825760036,44000
45.0,21.309622548252385,4.79239002964172,45000
46.0,12.336349857501874,4.815984477790141,46000
47.0,4.309005340663131,4.887150884752556,47000
48.0,15.765898130112339,4.9664757346323904,48000
49.0,34.58575324101577,4.957105694646632,49000
50.0,22.887831138562056,4.791326752536524,50000
51.0,27.550432749137045,4.839543514540417,51000
52.0,21.300273965270236,4.773326336907363,52000
53.0,23.119888431827423,4.837861760477195,53000
54.0,43.56807584670413,4.808171407924811,54000
55.0,20.876766432340524,5.023679434121637,55000
56.0,35.795272016240844,4.966542729659298,56000
57.0,40.264714820203636,4.858769818390934,57000
58.0,30.079918751654688,4.798849300580423,58000
59.0,28.91849005012113,4.74589959780228,59000
60.0,22.571820339669895,4.766777450107237,60000
61.0,36.69296820960895,4.767074254706902,61000
62.0,21.055612246793558,4.878281043296152,62000
63.0,45.713922912482346,4.99183035606992,63000
64.0,42.96812358202767,4.860173814519013,64000
65.0,60.185438542069505,4.7958881530566035,65000
66.0,20.3603096523485,4.838547258043578,66000
67.0,30.955894790037497,4.814915084048916,67000
68.0,62.95860921231081,4.7376121483433,68000
69.0,47.5524733631294,4.763987082493659,69000
70.0,61.70015363770234,5.00239103878275,70000
71.0,30.479705398517424,4.84387413873666,71000
72.0,29.055414223396603,4.947252790892283,72000
73.0,44.136646316477616,4.824745716311908,73000
74.0,34.328243006726744,4.827677814439329,74000
75.0,28.237007885480615,4.8330833352313585,75000
76.0,40.02918629856431,4.779882718931998,76000
77.0,45.463934949883395,5.152388497765966,77000
78.0,28.21293198562848,4.876249445157562,78000
79.0,59.21008491601103,4.896277589338712,79000
80.0,28.185359588248524,4.741837648718784,80000
81.0,42.01557496833427,4.8588109743386605,81000
82.0,23.109435396696572,4.866545521130043,82000
83.0,22.452879491021374,4.848558293553992,83000
84.0,28.73314269093523,4.858311521531948,84000
85.0,42.962560661502245,5.0919565836714185,85000
86.0,40.153755829784835,4.892839372395324,86000
87.0,29.26540075036023,4.9513192745339065,87000
88.0,23.688458162054246,4.72384728009911,88000
89.0,25.733244301644255,4.767041388972535,89000
90.0,25.014623939723887,4.7738184111865625,90000
91.0,40.96515289074202,4.858789855937036,91000
92.0,23.861770851827487,5.0161116616222206,92000
93.0,26.434946668322464,4.967322785471956,93000
94.0,35.539984819267126,4.862274893713726,94000
95.0,43.93796918542742,4.842548791608409,95000
96.0,37.879423837562726,4.877407514566669,96000
97.0,22.162159481508805,4.802044840474902,97000
98.0,24.139553020801852,4.84317473823158,98000
99.0,25.16726321288673,4.95717464002405,99000
100.0,24.440125709265743,5.02717541516689,100000
101.0,26.84906428305868,3.7070826139670503,101000
102.0,21.321571067002527,4.76988136811535,102000
103.0,24.483468146124157,4.855066365555837,103000
104.0,24.667217858939004,4.794094034740644,104000
105.0,21.812223963163337,4.871715844606781,105000
106.0,30.42804334328035,4.8613544155588,106000
107.0,20.02627245253093,5.1608196390110574,107000
108.0,23.201979407078824,4.8219820827949045,108000
109.0,22.679573418666013,4.89768296623454,109000
110.0,17.664387927091465,4.9270341393697255,110000
111.0,37.894429068522285,4.862035968937547,111000
112.0,39.30002443411236,4.820267161768377,112000
113.0,19.992446462104834,4.853037398465825,113000
114.0,26.86416768858551,5.028255103107016,114000
115.0,24.719071504453964,4.878522463922295,115000
116.0,19.150873593590312,4.968855860041574,116000
117.0,23.850156567456626,4.8193605138112945,117000
118.0,23.02786338010403,4.845372619727556,118000
119.0,22.08684519261251,4.861055727023416,119000
120.0,28.314103428372167,4.8519573701414345,120000
121.0,26.880621787729982,4.9450027861785975,121000
122.0,25.778939540742012,4.994799782826508,122000
123.0,21.58000653999287,4.860187916472649,123000
124.0,16.399488818504434,4.918614463734048,124000
125.0,43.969251803550804,4.946704490401599,125000
126.0,23.159783016187788,4.837852117972105,126000
127.0,21.83795048446045,4.96641092901405,127000
128.0,36.73167665834571,4.882552689378652,128000
129.0,20.840663157048994,5.265454305808944,129000
130.0,42.48375476151076,4.8733752204237835,130000
131.0,21.5535173933803,4.922842767239732,131000
132.0,20.35274162362198,4.915408805029973,132000
133.0,19.163302120110924,4.917663999388819,133000
134.0,23.277530311173585,4.941365208215216,134000
135.0,24.46485627645025,4.853520535828341,135000
136.0,23.696271743208058,5.128105988121174,136000
137.0,22.989237789532613,5.170979762846368,137000
138.0,17.181383961121107,5.0349727821945,138000
139.0,28.684242684172407,4.974674349977039,139000
140.0,26.713498975534147,4.8710204533655315,140000
141.0,20.17007638314871,4.895247236149874,141000
142.0,21.32235176271168,4.909956048027708,142000
143.0,12.418561208286851,4.917376050311564,143000
144.0,22.202692350374914,5.334617008110828,144000
145.0,22.866086941424115,4.996742548214946,145000
146.0,27.317474065579287,5.049487166275242,146000
147.0,26.80671762675741,4.923437249003895,147000
148.0,26.74788195056414,4.973618939052331,148000
149.0,22.714163244540448,4.828891079372811,149000
150.0,28.267682076098183,4.910589309586904,150000
151.0,27.71050111799583,5.021731133737616,151000
152.0,29.082931604221752,5.01404421171317,152000
153.0,16.2641086428121,5.029547444863067,153000
154.0,10.445746344180103,4.978688827254851,154000
155.0,27.833501945276716,4.942794948424306,155000
156.0,27.51108563094285,4.919328704187237,156000
157.0,42.40166398944003,4.947290324268357,157000
158.0,26.869538646288472,4.941952526430755,158000
159.0,33.83910698209226,5.206192495121609,159000
160.0,24.695720877770096,4.968829618420312,160000
161.0,27.845909492578137,5.015868872294409,161000
162.0,27.910185825263074,4.931914922398075,162000
163.0,27.91339906586593,5.000490999749502,163000
164.0,25.829009573786244,4.9104626235113695,164000
165.0,40.06503275028725,4.8717469554299475,165000
166.0,32.63935827160538,5.0317790078070175,166000
167.0,36.501868848228156,5.107523029508705,167000
168.0,26.42176187475245,4.896043529708791,168000
169.0,29.9128076982739,4.978228522920355,169000
170.0,28.78574353055571,4.929988679619939,170000
171.0,33.74135293277387,4.902905600319674,171000
172.0,31.144479509700076,4.957357101430973,172000
173.0,29.253847249653244,4.992591502641411,173000
174.0,37.057023028487365,5.242658235556636,174000
175.0,36.64606222543378,4.891209781505297,175000
176.0,30.09105700802806,5.092820502254904,176000
177.0,30.36048127967668,5.02754175196057,177000
178.0,27.439744301290155,4.8569473969626165,178000
179.0,3.198931991572349,4.863939958959904,179000
180.0,47.01547749294992,4.985174009411046,180000
181.0,26.730244614388027,5.068706962497729,181000
182.0,26.238241047070584,5.281575648846421,182000
183.0,27.157264486741074,5.046483722070507,183000
184.0,30.293075068736684,4.909566176922017,184000
185.0,25.37479923519693,4.9688533995099045,185000
186.0,25.69173438571283,4.958925257598145,186000
187.0,23.207781159855443,4.938627145667664,187000
188.0,7.005375374061556,5.120862782865011,188000
189.0,2.8074373194214473,4.9903383747921986,189000
190.0,6.774551621467393,4.919761225939472,190000
191.0,26.03712002316846,4.9304694443090575,191000
192.0,26.004403323080457,4.812230994100169,192000
193.0,9.250972438367441,4.848232515715642,193000
194.0,27.45675366228731,4.898289897834147,194000
195.0,6.433443661831027,4.59295734815653,195000
196.0,18.099008278171343,4.8513873634877305,196000
197.0,2.424904143209834,5.04671272453323,197000
198.0,23.371965187245404,4.707648135088009,198000
199.0,21.786529553177612,4.71684862208976,199000
200.0,1.8500095213283267,4.638024386747229,200000
201.0,21.062731286237433,3.5675649433865844,201000
202.0,26.299686418792724,4.882167760222082,202000
203.0,25.690716705244405,4.906854322497817,203000
204.0,25.497944198348804,4.994374032288114,204000
205.0,4.9956100961480425,4.830037073110369,205000
206.0,26.57505544082127,4.7977813665367295,206000
207.0,9.09449252535693,4.751491919233772,207000
208.0,27.720948594364575,4.891995130669238,208000
209.0,3.950976263000173,4.8792658158988536,209000
210.0,30.755320703459525,4.888823608799167,210000
211.0,26.20752760555672,5.148814290811554,211000
212.0,1.770541389976134,5.112202206704849,212000
213.0,18.288672685813253,4.967833960178635,213000
214.0,17.885451058803653,4.98597249455228,214000
215.0,6.05530500954233,5.006086131205823,215000
216.0,22.421705278134727,5.002332380121359,216000
217.0,27.991315533300696,5.060037932815722,217000
218.0,1.6326025780433286,5.110937469353657,218000
219.0,31.193334432667786,5.152291509037096,219000
220.0,33.37894466382369,4.906957365854486,220000
221.0,30.387297993686015,4.97598184369491,221000
222.0,32.38517098309087,5.024405568873657,222000
223.0,26.926547848151415,4.985826775936657,223000
224.0,29.794108302119422,5.128503474449884,224000
225.0,28.1570805321966,5.098802041717738,225000
226.0,32.131445021399344,5.172620681233358,226000
227.0,26.391665718380914,5.038137607069091,227000
228.0,29.937051911744902,4.857723322767605,228000
229.0,30.122830681519076,4.845434226646192,229000
230.0,57.72114135896893,4.846213723600841,230000
231.0,41.01102640626766,4.950073885414738,231000
232.0,17.104069406062976,4.9351417588849635,232000
233.0,9.680340564330946,5.03669124541951,233000
234.0,11.553482263466318,5.122431278967149,234000
235.0,27.643412501451625,4.079658608719446,235000
236.0,28.715438175932537,3.9595918294675103,236000
237.0,1.3339260387626584,4.057478944729351,237000
238.0,22.01399244923997,4.054520465942732,238000
239.0,10.680957505243116,4.15012777400374,239000
240.0,12.46279772512581,4.157721719996458,240000
241.0,13.620828457617586,4.150865729750704,241000
242.0,16.695313708882765,4.002639519853505,242000
243.0,15.95746248195154,4.114876198912621,243000
244.0,13.160820223151966,4.048626601045059,244000
245.0,17.74476326518634,4.08830076348191,245000
246.0,14.163314920710958,4.065990472890188,246000
247.0,21.006529560805088,4.140372436090906,247000
248.0,15.16539692037401,4.081034217832382,248000
249.0,24.144830101015664,3.980840972776556,249000
250.0,16.168160880715973,4.087045785582002,250000
251.0,17.0367083206861,59.4831726586254,251000
252.0,16.39877128760968,50.23834775199568,252000
253.0,7.061417710750639,4.37955048022655,253000
254.0,7.806186348327829,4.50650673820157,254000
255.0,8.361614899745915,4.613777747364692,255000
256.0,3.586382073525284,4.504599305023998,256000
257.0,4.585019438893158,4.579608230181095,257000
258.0,13.164626895859898,4.387539166331114,258000
259.0,17.59442916351244,4.392228562413412,259000
260.0,17.90279779013976,4.334927325818326,260000
261.0,10.534602822512735,4.3653469090930646,261000
262.0,22.862820168566245,4.651099144510399,262000
263.0,29.898202644313976,4.4998577315487704,263000
264.0,39.45020654565237,4.617658158973298,264000
265.0,48.17587934667489,4.6434727878007696,265000
266.0,56.017902710469464,4.526251626842363,266000
267.0,69.35269219691004,4.4485027366734675,267000
268.0,70.94998817910695,4.457695383526086,268000
269.0,82.65398865902094,4.630934001934323,269000
270.0,88.20882767659745,4.6209677690521245,270000
271.0,86.5145609931585,4.504151925712489,271000
272.0,137.3343296083886,4.712301975733997,272000
273.0,133.40529864077988,4.603638294362145,273000
274.0,121.71872144289995,4.5026785109202585,274000
275.0,103.7162872772823,4.461555938913315,275000
276.0,132.4115877692696,4.508312365378076,276000
277.0,196.86885325897143,4.4883361200520335,277000
278.0,179.27921087765088,4.567519667801736,278000
279.0,197.75198368172508,4.493487660955502,279000
280.0,145.5716599149798,4.666484523041356,280000
281.0,172.83444045190103,4.63203110629831,281000
282.0,157.87417776095756,4.560255323606197,282000
283.0,61.11623485746784,4.557811162757948,283000
284.0,222.71776290263531,4.605366799454342,284000
285.0,48.435619693413166,4.63234495983181,285000
286.0,231.71031499922407,4.454132836958438,286000
287.0,223.29947110965716,4.376755641558867,287000
288.0,263.21366403695146,4.6188173299517175,288000
289.0,66.39119889860578,4.445484423508237,289000
290.0,61.56146816860455,4.4502777549780355,290000
291.0,178.8855428172741,4.455366853439373,291000
292.0,109.8480479548693,4.570901956000016,292000
293.0,187.07060024960927,4.61265756678825,293000
294.0,218.0269215486387,4.478275841934274,294000
295.0,267.97298606938824,4.675929790355179,295000
296.0,253.29732878144333,4.694661974631304,296000
297.0,284.59577673604275,4.485875481096665,297000
298.0,281.33971031395726,4.672772024133998,298000
299.0,283.8228918991869,4.521555221624826,299000
300.0,302.932064814784,4.432992224685118,300000
301.0,279.03802886571776,2.743670403290173,301000
302.0,316.8897964256874,4.463475297181686,302000
303.0,316.801251562948,4.722765549240062,303000
304.0,327.3513020030375,4.585265147145449,304000
305.0,319.47154417904756,4.4763517432755995,305000
306.0,322.874507238706,4.493482153732095,306000
307.0,321.05391150561735,4.49435390725499,307000
308.0,341.1892500830904,4.699186895681758,308000
309.0,349.3550526052506,4.610142697756033,309000
310.0,341.99967950502185,4.577014430269615,310000
311.0,341.57828423318114,4.750806283877539,311000
312.0,352.97884061259555,4.732259990140734,312000
313.0,348.6544464676844,4.593115068672541,313000
314.0,346.0838208616329,4.565279775910425,314000
315.0,368.74936001713985,4.39176205779829,315000
316.0,368.1514797148376,4.70540307514777,316000
317.0,367.9931028639334,4.604229390171403,317000
318.0,363.3077152692032,4.489169399756186,318000
319.0,372.40487606713816,4.727500569439936,319000
320.0,404.666896495232,4.560738604643969,320000
321.0,393.34726447841933,4.475106754555148,321000
322.0,185.26256274968327,4.389031272668216,322000
323.0,406.3520357449583,4.555017186623941,323000
324.0,399.39723792153177,4.6267180497983835,324000
325.0,409.6011393567243,4.546309584650732,325000
326.0,417.8040344538252,4.560126713192027,326000
327.0,409.81706349134015,4.782117186822023,327000
328.0,387.5148291791753,4.456821121721695,328000
329.0,418.48681281097265,4.495229255883953,329000
330.0,423.6652949018822,4.518459680098962,330000
331.0,424.49672090480794,4.6165869170372815,331000
332.0,449.4122656052321,4.439832387367907,332000
333.0,225.82146994128777,4.509893619557019,333000
334.0,432.2321615090705,4.3873473262274825,334000
335.0,449.1804499802874,4.802172338893157,335000
336.0,421.91629280359643,4.443132340588042,336000
337.0,447.9111783501713,4.468676396104726,337000
338.0,406.8762819164133,4.521858133372318,338000
339.0,442.16353308363585,4.575050160360139,339000
340.0,165.89176156405838,4.475212259009388,340000
341.0,438.28367870889656,4.6382776345980155,341000
